Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
RD0,O3,01/01/2021 16:00,6.60000,ug m-3,R
RD0,O3,01/01/2021 16:15,6.60000,ug m-3,R
RD0,O3,01/01/2021 16:30,6.60000,ug m-3,R
RD0,O3,01/01/2021 16:45,6.60000,ug m-3,R
RD0,O3,01/01/2021 17:00,3.90000,ug m-3,R
RD0,O3,01/01/2021 17:15,3.90000,ug m-3,R
RD0,O3,01/01/2021 17:30,3.90000,ug m-3,R
RD0,O3,01/01/2021 17:45,3.90000,ug m-3,R
RD0,O3,01/01/2021 18:00,7.30000,ug m-3,R
RD0,O3,01/01/2021 18:15,7.30000,ug m-3,R
RD0,O3,01/01/2021 18:30,7.30000,ug m-3,R
RD0,O3,01/01/2021 18:45,7.30000,ug m-3,R
RD0,O3,01/01/2021 19:00,11.50000,ug m-3,R
RD0,O3,01/01/2021 19:15,11.50000,ug m-3,R
RD0,O3,01/01/2021 19:30,11.50000,ug m-3,R
RD0,O3,01/01/2021 19:45,11.50000,ug m-3,R
RD0,O3,01/01/2021 20:00,16.30000,ug m-3,R
RD0,O3,01/01/2021 20:15,16.30000,ug m-3,R
RD0,O3,01/01/2021 20:30,16.30000,ug m-3,R
RD0,O3,01/01/2021 20:45,16.30000,ug m-3,R
RD0,O3,01/01/2021 21:00,18.50000,ug m-3,R
RD0,O3,01/01/2021 21:15,18.50000,ug m-3,R
RD0,O3,01/01/2021 21:30,18.50000,ug m-3,R
RD0,O3,01/01/2021 21:45,18.50000,ug m-3,R
RD0,O3,01/01/2021 22:00,18.50000,ug m-3,R
RD0,O3,01/01/2021 22:15,18.50000,ug m-3,R
RD0,O3,01/01/2021 22:30,18.50000,ug m-3,R
RD0,O3,01/01/2021 22:45,18.50000,ug m-3,R
RD0,O3,01/01/2021 23:00,19.70000,ug m-3,R
RD0,O3,01/01/2021 23:15,19.70000,ug m-3,R
RD0,O3,01/01/2021 23:30,19.70000,ug m-3,R
RD0,O3,01/01/2021 23:45,19.70000,ug m-3,R
RD0,O3,02/01/2021 00:00,18.80000,ug m-3,R
RD0,O3,02/01/2021 00:15,18.80000,ug m-3,R
RD0,O3,02/01/2021 00:30,18.80000,ug m-3,R
RD0,O3,02/01/2021 00:45,18.80000,ug m-3,R
RD0,O3,02/01/2021 01:00,21.20000,ug m-3,R
RD0,O3,02/01/2021 01:15,21.20000,ug m-3,R
RD0,O3,02/01/2021 01:30,21.20000,ug m-3,R
RD0,O3,02/01/2021 01:45,21.20000,ug m-3,R
RD0,O3,02/01/2021 02:00,22.60000,ug m-3,R
RD0,O3,02/01/2021 02:15,22.60000,ug m-3,R
RD0,O3,02/01/2021 02:30,22.60000,ug m-3,R
RD0,O3,02/01/2021 02:45,22.60000,ug m-3,R
RD0,O3,02/01/2021 03:00,23.20000,ug m-3,R
RD0,O3,02/01/2021 03:15,23.20000,ug m-3,R
RD0,O3,02/01/2021 03:30,23.20000,ug m-3,R
RD0,O3,02/01/2021 03:45,23.20000,ug m-3,R
RD0,O3,02/01/2021 04:00,23.00000,ug m-3,R
RD0,O3,02/01/2021 04:15,23.00000,ug m-3,R
RD0,O3,02/01/2021 04:30,23.00000,ug m-3,R
RD0,O3,02/01/2021 04:45,23.00000,ug m-3,R
RD0,O3,02/01/2021 05:00,23.90000,ug m-3,R
RD0,O3,02/01/2021 05:15,23.90000,ug m-3,R
RD0,O3,02/01/2021 05:30,23.90000,ug m-3,R
RD0,O3,02/01/2021 05:45,23.90000,ug m-3,R
RD0,O3,02/01/2021 06:00,26.30000,ug m-3,R
RD0,O3,02/01/2021 06:15,26.30000,ug m-3,R
RD0,O3,02/01/2021 06:30,26.30000,ug m-3,R
RD0,O3,02/01/2021 06:45,26.30000,ug m-3,R
RD0,O3,02/01/2021 07:00,24.10000,ug m-3,R
RD0,O3,02/01/2021 07:15,24.10000,ug m-3,R
RD0,O3,02/01/2021 07:30,24.10000,ug m-3,R
RD0,O3,02/01/2021 07:45,24.10000,ug m-3,R
RD0,O3,02/01/2021 08:00,19.10000,ug m-3,R
RD0,O3,02/01/2021 08:15,19.10000,ug m-3,R
RD0,O3,02/01/2021 08:30,19.10000,ug m-3,R
RD0,O3,02/01/2021 08:45,19.10000,ug m-3,R
RD0,O3,02/01/2021 09:00,18.60000,ug m-3,R
RD0,O3,02/01/2021 09:15,18.60000,ug m-3,R
RD0,O3,02/01/2021 09:30,18.60000,ug m-3,R
RD0,O3,02/01/2021 09:45,18.60000,ug m-3,R
RD0,O3,02/01/2021 10:00,22.60000,ug m-3,R
RD0,O3,02/01/2021 10:15,22.60000,ug m-3,R
RD0,O3,02/01/2021 10:30,22.60000,ug m-3,R
RD0,O3,02/01/2021 10:45,22.60000,ug m-3,R
RD0,O3,02/01/2021 11:00,25.20000,ug m-3,R
RD0,O3,02/01/2021 11:15,25.20000,ug m-3,R
RD0,O3,02/01/2021 11:30,25.20000,ug m-3,R
RD0,O3,02/01/2021 11:45,25.20000,ug m-3,R
RD0,O3,02/01/2021 12:00,29.30000,ug m-3,R
RD0,O3,02/01/2021 12:15,29.30000,ug m-3,R
RD0,O3,02/01/2021 12:30,29.30000,ug m-3,R
RD0,O3,02/01/2021 12:45,29.30000,ug m-3,R
RD0,O3,02/01/2021 13:00,28.70000,ug m-3,R
RD0,O3,02/01/2021 13:15,28.70000,ug m-3,R
RD0,O3,02/01/2021 13:30,28.70000,ug m-3,R
RD0,O3,02/01/2021 13:45,28.70000,ug m-3,R
RD0,O3,02/01/2021 14:00,26.20000,ug m-3,R
RD0,O3,02/01/2021 14:15,26.20000,ug m-3,R
RD0,O3,02/01/2021 14:30,26.20000,ug m-3,R
RD0,O3,02/01/2021 14:45,26.20000,ug m-3,R
RD0,O3,02/01/2021 15:00,19.10000,ug m-3,R
RD0,O3,02/01/2021 15:15,19.10000,ug m-3,R
RD0,O3,02/01/2021 15:30,19.10000,ug m-3,R
RD0,O3,02/01/2021 15:45,19.10000,ug m-3,R
RD0,O3,02/01/2021 16:00,16.90000,ug m-3,R
RD0,O3,02/01/2021 16:15,16.90000,ug m-3,R
RD0,O3,02/01/2021 16:30,16.90000,ug m-3,R
RD0,O3,02/01/2021 16:45,16.90000,ug m-3,R
RD0,O3,02/01/2021 17:00,24.30000,ug m-3,R
RD0,O3,02/01/2021 17:15,24.30000,ug m-3,R
RD0,O3,02/01/2021 17:30,24.30000,ug m-3,R
RD0,O3,02/01/2021 17:45,24.30000,ug m-3,R
RD0,O3,02/01/2021 18:00,19.40000,ug m-3,R
RD0,O3,02/01/2021 18:15,19.40000,ug m-3,R
RD0,O3,02/01/2021 18:30,19.40000,ug m-3,R
RD0,O3,02/01/2021 18:45,19.40000,ug m-3,R
RD0,O3,02/01/2021 19:00,14.80000,ug m-3,R
RD0,O3,02/01/2021 19:15,14.80000,ug m-3,R
RD0,O3,02/01/2021 19:30,14.80000,ug m-3,R
RD0,O3,02/01/2021 19:45,14.80000,ug m-3,R
RD0,O3,02/01/2021 20:00,20.50000,ug m-3,R
RD0,O3,02/01/2021 20:15,20.50000,ug m-3,R
RD0,O3,02/01/2021 20:30,20.50000,ug m-3,R
RD0,O3,02/01/2021 20:45,20.50000,ug m-3,R
RD0,O3,02/01/2021 21:00,18.30000,ug m-3,R
RD0,O3,02/01/2021 21:15,18.30000,ug m-3,R
RD0,O3,02/01/2021 21:30,18.30000,ug m-3,R
RD0,O3,02/01/2021 21:45,18.30000,ug m-3,R
RD0,O3,02/01/2021 22:00,24.00000,ug m-3,R
RD0,O3,02/01/2021 22:15,24.00000,ug m-3,R
RD0,O3,02/01/2021 22:30,24.00000,ug m-3,R
RD0,O3,02/01/2021 22:45,24.00000,ug m-3,R
RD0,O3,02/01/2021 23:00,25.90000,ug m-3,R
RD0,O3,02/01/2021 23:15,25.90000,ug m-3,R
RD0,O3,02/01/2021 23:30,25.90000,ug m-3,R
RD0,O3,02/01/2021 23:45,25.90000,ug m-3,R
RD0,O3,03/01/2021 00:00,28.30000,ug m-3,R
RD0,O3,03/01/2021 00:15,28.30000,ug m-3,R
RD0,O3,03/01/2021 00:30,28.30000,ug m-3,R
RD0,O3,03/01/2021 00:45,28.30000,ug m-3,R
RD0,O3,03/01/2021 01:00,33.70000,ug m-3,R
RD0,O3,03/01/2021 01:15,33.70000,ug m-3,R
RD0,O3,03/01/2021 01:30,33.70000,ug m-3,R
RD0,O3,03/01/2021 01:45,33.70000,ug m-3,R
RD0,O3,03/01/2021 02:00,31.90000,ug m-3,R
RD0,O3,03/01/2021 02:15,31.90000,ug m-3,R
RD0,O3,03/01/2021 02:30,31.90000,ug m-3,R
RD0,O3,03/01/2021 02:45,31.90000,ug m-3,R
RD0,O3,03/01/2021 03:00,27.10000,ug m-3,R
RD0,O3,03/01/2021 03:15,27.10000,ug m-3,R
RD0,O3,03/01/2021 03:30,27.10000,ug m-3,R
RD0,O3,03/01/2021 03:45,27.10000,ug m-3,R
RD0,O3,03/01/2021 04:00,21.60000,ug m-3,R
RD0,O3,03/01/2021 04:15,21.60000,ug m-3,R
RD0,O3,03/01/2021 04:30,21.60000,ug m-3,R
RD0,O3,03/01/2021 04:45,21.60000,ug m-3,R
RD0,O3,03/01/2021 05:00,18.90000,ug m-3,R
RD0,O3,03/01/2021 05:15,18.90000,ug m-3,R
RD0,O3,03/01/2021 05:30,18.90000,ug m-3,R
RD0,O3,03/01/2021 05:45,18.90000,ug m-3,R
RD0,O3,03/01/2021 06:00,24.00000,ug m-3,R
RD0,O3,03/01/2021 06:15,24.00000,ug m-3,R
RD0,O3,03/01/2021 06:30,24.00000,ug m-3,R
RD0,O3,03/01/2021 06:45,24.00000,ug m-3,R
RD0,O3,03/01/2021 07:00,27.70000,ug m-3,R
RD0,O3,03/01/2021 07:15,27.70000,ug m-3,R
RD0,O3,03/01/2021 07:30,27.70000,ug m-3,R
RD0,O3,03/01/2021 07:45,27.70000,ug m-3,R
RD0,O3,03/01/2021 08:00,27.70000,ug m-3,R
RD0,O3,03/01/2021 08:15,27.70000,ug m-3,R
RD0,O3,03/01/2021 08:30,27.70000,ug m-3,R
RD0,O3,03/01/2021 08:45,27.70000,ug m-3,R
RD0,O3,03/01/2021 09:00,27.10000,ug m-3,R
RD0,O3,03/01/2021 09:15,27.10000,ug m-3,R
RD0,O3,03/01/2021 09:30,27.10000,ug m-3,R
RD0,O3,03/01/2021 09:45,27.10000,ug m-3,R
RD0,O3,03/01/2021 10:00,26.40000,ug m-3,R
RD0,O3,03/01/2021 10:15,26.40000,ug m-3,R
RD0,O3,03/01/2021 10:30,26.40000,ug m-3,R
RD0,O3,03/01/2021 10:45,26.40000,ug m-3,R
RD0,O3,03/01/2021 11:00,25.00000,ug m-3,R
RD0,O3,03/01/2021 11:15,25.00000,ug m-3,R
RD0,O3,03/01/2021 11:30,25.00000,ug m-3,R
RD0,O3,03/01/2021 11:45,25.00000,ug m-3,R
RD0,O3,03/01/2021 12:00,26.30000,ug m-3,R
RD0,O3,03/01/2021 12:15,26.30000,ug m-3,R
RD0,O3,03/01/2021 12:30,26.30000,ug m-3,R
RD0,O3,03/01/2021 12:45,26.30000,ug m-3,R
RD0,O3,03/01/2021 13:00,27.30000,ug m-3,R
RD0,O3,03/01/2021 13:15,27.30000,ug m-3,R
RD0,O3,03/01/2021 13:30,27.30000,ug m-3,R
RD0,O3,03/01/2021 13:45,27.30000,ug m-3,R
RD0,O3,03/01/2021 14:00,26.80000,ug m-3,R
RD0,O3,03/01/2021 14:15,26.80000,ug m-3,R
RD0,O3,03/01/2021 14:30,26.80000,ug m-3,R
RD0,O3,03/01/2021 14:45,26.80000,ug m-3,R
RD0,O3,03/01/2021 15:00,25.60000,ug m-3,R
RD0,O3,03/01/2021 15:15,25.60000,ug m-3,R
RD0,O3,03/01/2021 15:30,25.60000,ug m-3,R
RD0,O3,03/01/2021 15:45,25.60000,ug m-3,R
RD0,O3,03/01/2021 16:00,22.90000,ug m-3,R
RD0,O3,03/01/2021 16:15,22.90000,ug m-3,R
RD0,O3,03/01/2021 16:30,22.90000,ug m-3,R
RD0,O3,03/01/2021 16:45,22.90000,ug m-3,R
RD0,O3,03/01/2021 17:00,22.50000,ug m-3,R
RD0,O3,03/01/2021 17:15,22.50000,ug m-3,R
RD0,O3,03/01/2021 17:30,22.50000,ug m-3,R
RD0,O3,03/01/2021 17:45,22.50000,ug m-3,R
RD0,O3,03/01/2021 18:00,23.10000,ug m-3,R
RD0,O3,03/01/2021 18:15,23.10000,ug m-3,R
RD0,O3,03/01/2021 18:30,23.10000,ug m-3,R
RD0,O3,03/01/2021 18:45,23.10000,ug m-3,R
RD0,O3,03/01/2021 19:00,24.10000,ug m-3,R
RD0,O3,03/01/2021 19:15,24.10000,ug m-3,R
RD0,O3,03/01/2021 19:30,24.10000,ug m-3,R
RD0,O3,03/01/2021 19:45,24.10000,ug m-3,R
RD0,O3,03/01/2021 20:00,24.90000,ug m-3,R
RD0,O3,03/01/2021 20:15,24.90000,ug m-3,R
RD0,O3,03/01/2021 20:30,24.90000,ug m-3,R
RD0,O3,03/01/2021 20:45,24.90000,ug m-3,R
RD0,O3,03/01/2021 21:00,25.00000,ug m-3,R
RD0,O3,03/01/2021 21:15,25.00000,ug m-3,R
RD0,O3,03/01/2021 21:30,25.00000,ug m-3,R
RD0,O3,03/01/2021 21:45,25.00000,ug m-3,R
RD0,O3,03/01/2021 22:00,26.20000,ug m-3,R
RD0,O3,03/01/2021 22:15,26.20000,ug m-3,R
RD0,O3,03/01/2021 22:30,26.20000,ug m-3,R
RD0,O3,03/01/2021 22:45,26.20000,ug m-3,R
RD0,O3,03/01/2021 23:00,27.20000,ug m-3,R
RD0,O3,03/01/2021 23:15,27.20000,ug m-3,R
RD0,O3,03/01/2021 23:30,27.20000,ug m-3,R
RD0,O3,03/01/2021 23:45,27.20000,ug m-3,R
RD0,O3,04/01/2021 00:00,29.90000,ug m-3,R
RD0,O3,04/01/2021 00:15,29.90000,ug m-3,R
RD0,O3,04/01/2021 00:30,29.90000,ug m-3,R
RD0,O3,04/01/2021 00:45,29.90000,ug m-3,R
RD0,O3,04/01/2021 01:00,31.70000,ug m-3,R
RD0,O3,04/01/2021 01:15,31.70000,ug m-3,R
RD0,O3,04/01/2021 01:30,31.70000,ug m-3,R
RD0,O3,04/01/2021 01:45,31.70000,ug m-3,R
RD0,O3,04/01/2021 02:00,31.40000,ug m-3,R
RD0,O3,04/01/2021 02:15,31.40000,ug m-3,R
RD0,O3,04/01/2021 02:30,31.40000,ug m-3,R
RD0,O3,04/01/2021 02:45,31.40000,ug m-3,R
RD0,O3,04/01/2021 03:00,33.60000,ug m-3,R
RD0,O3,04/01/2021 03:15,33.60000,ug m-3,R
RD0,O3,04/01/2021 03:30,33.60000,ug m-3,R
RD0,O3,04/01/2021 03:45,33.60000,ug m-3,R
RD0,O3,04/01/2021 04:00,34.20000,ug m-3,R
RD0,O3,04/01/2021 04:15,34.20000,ug m-3,R
RD0,O3,04/01/2021 04:30,34.20000,ug m-3,R
RD0,O3,04/01/2021 04:45,34.20000,ug m-3,R
RD0,O3,04/01/2021 05:00,33.60000,ug m-3,R
RD0,O3,04/01/2021 05:15,33.60000,ug m-3,R
RD0,O3,04/01/2021 05:30,33.60000,ug m-3,R
RD0,O3,04/01/2021 05:45,33.60000,ug m-3,R
RD0,O3,04/01/2021 06:00,31.40000,ug m-3,R
RD0,O3,04/01/2021 06:15,31.40000,ug m-3,R
RD0,O3,04/01/2021 06:30,31.40000,ug m-3,R
RD0,O3,04/01/2021 06:45,31.40000,ug m-3,R
RD0,O3,04/01/2021 07:00,29.30000,ug m-3,R
RD0,O3,04/01/2021 07:15,29.30000,ug m-3,R
RD0,O3,04/01/2021 07:30,29.30000,ug m-3,R
RD0,O3,04/01/2021 07:45,29.30000,ug m-3,R
RD0,O3,04/01/2021 08:00,30.10000,ug m-3,R
RD0,O3,04/01/2021 08:15,30.10000,ug m-3,R
RD0,O3,04/01/2021 08:30,30.10000,ug m-3,R
RD0,O3,04/01/2021 08:45,30.10000,ug m-3,R
RD0,O3,04/01/2021 09:00,32.30000,ug m-3,R
RD0,O3,04/01/2021 09:15,32.30000,ug m-3,R
RD0,O3,04/01/2021 09:30,32.30000,ug m-3,R
RD0,O3,04/01/2021 09:45,32.30000,ug m-3,R
RD0,O3,04/01/2021 10:00,34.10000,ug m-3,R
RD0,O3,04/01/2021 10:15,34.10000,ug m-3,R
RD0,O3,04/01/2021 10:30,34.10000,ug m-3,R
RD0,O3,04/01/2021 10:45,34.10000,ug m-3,R
RD0,O3,04/01/2021 11:00,35.00000,ug m-3,R
RD0,O3,04/01/2021 11:15,35.00000,ug m-3,R
RD0,O3,04/01/2021 11:30,35.00000,ug m-3,R
RD0,O3,04/01/2021 11:45,35.00000,ug m-3,R
RD0,O3,04/01/2021 12:00,36.00000,ug m-3,R
RD0,O3,04/01/2021 12:15,36.00000,ug m-3,R
RD0,O3,04/01/2021 12:30,36.00000,ug m-3,R
RD0,O3,04/01/2021 12:45,36.00000,ug m-3,R
RD0,O3,04/01/2021 13:00,37.70000,ug m-3,R
RD0,O3,04/01/2021 13:15,37.70000,ug m-3,R
RD0,O3,04/01/2021 13:30,37.70000,ug m-3,R
RD0,O3,04/01/2021 13:45,37.70000,ug m-3,R
RD0,O3,04/01/2021 14:00,36.40000,ug m-3,R
RD0,O3,04/01/2021 14:15,36.40000,ug m-3,R
RD0,O3,04/01/2021 14:30,36.40000,ug m-3,R
RD0,O3,04/01/2021 14:45,36.40000,ug m-3,R
RD0,O3,04/01/2021 15:00,36.10000,ug m-3,R
RD0,O3,04/01/2021 15:15,36.10000,ug m-3,R
RD0,O3,04/01/2021 15:30,36.10000,ug m-3,R
RD0,O3,04/01/2021 15:45,36.10000,ug m-3,R
RD0,O3,04/01/2021 16:00,35.80000,ug m-3,R
RD0,O3,04/01/2021 16:15,35.80000,ug m-3,R
RD0,O3,04/01/2021 16:30,35.80000,ug m-3,R
RD0,O3,04/01/2021 16:45,35.80000,ug m-3,R
RD0,O3,04/01/2021 17:00,38.50000,ug m-3,R
RD0,O3,04/01/2021 17:15,38.50000,ug m-3,R
RD0,O3,04/01/2021 17:30,38.50000,ug m-3,R
RD0,O3,04/01/2021 17:45,38.50000,ug m-3,R
RD0,O3,04/01/2021 18:00,38.90000,ug m-3,R
RD0,O3,04/01/2021 18:15,38.90000,ug m-3,R
RD0,O3,04/01/2021 18:30,38.90000,ug m-3,R
RD0,O3,04/01/2021 18:45,38.90000,ug m-3,R
RD0,O3,04/01/2021 19:00,39.10000,ug m-3,R
RD0,O3,04/01/2021 19:15,39.10000,ug m-3,R
RD0,O3,04/01/2021 19:30,39.10000,ug m-3,R
RD0,O3,04/01/2021 19:45,39.10000,ug m-3,R
RD0,O3,04/01/2021 20:00,39.50000,ug m-3,R
RD0,O3,04/01/2021 20:15,39.50000,ug m-3,R
RD0,O3,04/01/2021 20:30,39.50000,ug m-3,R
RD0,O3,04/01/2021 20:45,39.50000,ug m-3,R
RD0,O3,04/01/2021 21:00,39.70000,ug m-3,R
RD0,O3,04/01/2021 21:15,39.70000,ug m-3,R
RD0,O3,04/01/2021 21:30,39.70000,ug m-3,R
RD0,O3,04/01/2021 21:45,39.70000,ug m-3,R
RD0,O3,04/01/2021 22:00,39.10000,ug m-3,R
RD0,O3,04/01/2021 22:15,39.10000,ug m-3,R
RD0,O3,04/01/2021 22:30,39.10000,ug m-3,R
RD0,O3,04/01/2021 22:45,39.10000,ug m-3,R
RD0,O3,04/01/2021 23:00,39.00000,ug m-3,R
RD0,O3,04/01/2021 23:15,39.00000,ug m-3,R
RD0,O3,04/01/2021 23:30,39.00000,ug m-3,R
RD0,O3,04/01/2021 23:45,39.00000,ug m-3,R
RD0,O3,05/01/2021 00:00,40.50000,ug m-3,R
RD0,O3,05/01/2021 00:15,40.50000,ug m-3,R
RD0,O3,05/01/2021 00:30,40.50000,ug m-3,R
RD0,O3,05/01/2021 00:45,40.50000,ug m-3,R
RD0,O3,05/01/2021 01:00,40.10000,ug m-3,R
RD0,O3,05/01/2021 01:15,40.10000,ug m-3,R
RD0,O3,05/01/2021 01:30,40.10000,ug m-3,R
RD0,O3,05/01/2021 01:45,40.10000,ug m-3,R
RD0,O3,05/01/2021 02:00,39.70000,ug m-3,R
RD0,O3,05/01/2021 02:15,39.70000,ug m-3,R
RD0,O3,05/01/2021 02:30,39.70000,ug m-3,R
RD0,O3,05/01/2021 02:45,39.70000,ug m-3,R
RD0,O3,05/01/2021 03:00,40.10000,ug m-3,R
RD0,O3,05/01/2021 03:15,40.10000,ug m-3,R
RD0,O3,05/01/2021 03:30,40.10000,ug m-3,R
RD0,O3,05/01/2021 03:45,40.10000,ug m-3,R
RD0,O3,05/01/2021 04:00,40.00000,ug m-3,R
RD0,O3,05/01/2021 04:15,40.00000,ug m-3,R
RD0,O3,05/01/2021 04:30,40.00000,ug m-3,R
RD0,O3,05/01/2021 04:45,40.00000,ug m-3,R
RD0,O3,05/01/2021 05:00,37.80000,ug m-3,R
RD0,O3,05/01/2021 05:15,37.80000,ug m-3,R
RD0,O3,05/01/2021 05:30,37.80000,ug m-3,R
RD0,O3,05/01/2021 05:45,37.80000,ug m-3,R
RD0,O3,05/01/2021 06:00,36.20000,ug m-3,R
RD0,O3,05/01/2021 06:15,36.20000,ug m-3,R
RD0,O3,05/01/2021 06:30,36.20000,ug m-3,R
RD0,O3,05/01/2021 06:45,36.20000,ug m-3,R
RD0,O3,05/01/2021 07:00,33.50000,ug m-3,R
RD0,O3,05/01/2021 07:15,33.50000,ug m-3,R
RD0,O3,05/01/2021 07:30,33.50000,ug m-3,R
RD0,O3,05/01/2021 07:45,33.50000,ug m-3,R
RD0,O3,05/01/2021 08:00,33.30000,ug m-3,R
RD0,O3,05/01/2021 08:15,33.30000,ug m-3,R
RD0,O3,05/01/2021 08:30,33.30000,ug m-3,R
RD0,O3,05/01/2021 08:45,33.30000,ug m-3,R
RD0,O3,05/01/2021 09:00,33.60000,ug m-3,R
RD0,O3,05/01/2021 09:15,33.60000,ug m-3,R
RD0,O3,05/01/2021 09:30,33.60000,ug m-3,R
RD0,O3,05/01/2021 09:45,33.60000,ug m-3,R
RD0,O3,05/01/2021 10:00,32.60000,ug m-3,R
RD0,O3,05/01/2021 10:15,32.60000,ug m-3,R
RD0,O3,05/01/2021 10:30,32.60000,ug m-3,R
RD0,O3,05/01/2021 10:45,32.60000,ug m-3,R
RD0,O3,05/01/2021 11:00,33.60000,ug m-3,R
RD0,O3,05/01/2021 11:15,33.60000,ug m-3,R
RD0,O3,05/01/2021 11:30,33.60000,ug m-3,R
RD0,O3,05/01/2021 11:45,33.60000,ug m-3,R
RD0,O3,05/01/2021 12:00,33.80000,ug m-3,R
RD0,O3,05/01/2021 12:15,33.80000,ug m-3,R
RD0,O3,05/01/2021 12:30,33.80000,ug m-3,R
RD0,O3,05/01/2021 12:45,33.80000,ug m-3,R
RD0,O3,05/01/2021 13:00,34.50000,ug m-3,R
RD0,O3,05/01/2021 13:15,34.50000,ug m-3,R
RD0,O3,05/01/2021 13:30,34.50000,ug m-3,R
RD0,O3,05/01/2021 13:45,34.50000,ug m-3,R
RD0,O3,05/01/2021 14:00,32.70000,ug m-3,R
RD0,O3,05/01/2021 14:15,32.70000,ug m-3,R
RD0,O3,05/01/2021 14:30,32.70000,ug m-3,R
RD0,O3,05/01/2021 14:45,32.70000,ug m-3,R
RD0,O3,05/01/2021 15:00,31.50000,ug m-3,R
RD0,O3,05/01/2021 15:15,31.50000,ug m-3,R
RD0,O3,05/01/2021 15:30,31.50000,ug m-3,R
RD0,O3,05/01/2021 15:45,31.50000,ug m-3,R
RD0,O3,05/01/2021 16:00,30.20000,ug m-3,R
